"state","puma22","ur","stab","PUMA22name","pop20","afact"
"State code","PUMA (2022)","Urban/rural (2022)","State abbr.","PUMA22 name","Total population (2020 Census)","puma22-to-ur allocation factor"
"01","00100","R","AL","Lauderdale, Colbert & Franklin Counties",94040,0.5141 
"01","00100","U","AL","Lauderdale, Colbert & Franklin Counties",88864,0.4859 
"01","00200","R","AL","Limestone County",52834,0.5101 
"01","00200","U","AL","Limestone County",50736,0.4899 
"01","00300","R","AL","Morgan & Lawrence Counties--Decatur City",80511,0.5145 
"01","00300","U","AL","Morgan & Lawrence Counties--Decatur City",75983,0.4855 
"01","00401","R","AL","Madison County (North & East)--Huntsville City (East)",52092,0.459 
"01","00401","U","AL","Madison County (North & East)--Huntsville City (East)",61410,0.541 
"01","00402","R","AL","Huntsville (North & Far West), Madison (East) & Triana Cities",1941,0.0127 
"01","00402","U","AL","Huntsville (North & Far West), Madison (East) & Triana Cities",151156,0.9873 
"01","00403","R","AL","Huntsville City (Central & South)",1089,0.0101 
"01","00403","U","AL","Huntsville City (Central & South)",106894,0.9899 
"01","00501","R","AL","Marshall & Madison (Far Southeast) Counties",63631,0.5723 
"01","00501","U","AL","Marshall & Madison (Far Southeast) Counties",47552,0.4277 
"01","00600","R","AL","DeKalb & Jackson Counties",102825,0.828 
"01","00600","U","AL","DeKalb & Jackson Counties",21362,0.172 
"01","00700","R","AL","Etowah & Cherokee Counties",69624,0.5422 
"01","00700","U","AL","Etowah & Cherokee Counties",58783,0.4578 
"01","00800","R","AL","Calhoun County",42494,0.3649 
"01","00800","U","AL","Calhoun County",73947,0.6351 
"01","00900","R","AL","St. Clair & Blount Counties",114650,0.7631 
"01","00900","U","AL","St. Clair & Blount Counties",35587,0.2369 
"01","01000","R","AL","Cullman, Marion & Winston Counties",119307,0.8477 
"01","01000","U","AL","Cullman, Marion & Winston Counties",21440,0.1523 
"01","01100","R","AL","West Alabama",119665,0.9505 
"01","01100","U","AL","West Alabama",6227,0.0495 
"01","01201","R","AL","Tuscaloosa County (Outer)--Northport City (North & West)",68238,0.6755 
"01","01201","U","AL","Tuscaloosa County (Outer)--Northport City (North & West)",32774,0.3245 
"01","01202","R","AL","Tuscaloosa & Northport (Southeast) Cities",2348,0.0186 
"01","01202","U","AL","Tuscaloosa & Northport (Southeast) Cities",123676,0.9814 
"01","01301","R","AL","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities",81724,0.7056 
"01","01301","U","AL","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities",34093,0.2944 
"01","01401","R","AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",32898,0.2778 
"01","01401","U","AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",85511,0.7222 
"01","01402","R","AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",15458,0.1157 
"01","01402","U","AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",118123,0.8843 
"01","01403","R","AL","Birmingham City",80,0.0004 
"01","01403","U","AL","Birmingham City",187086,0.9996 
"01","01404","R","AL","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",3353,0.0181 
"01","01404","U","AL","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",181737,0.9819 
"01","01501","R","AL","Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities",9626,0.07 
"01","01501","U","AL","Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities",127810,0.93 
"01","01502","R","AL","Shelby (South and East) and Chilton Counties--Alabaster (South) & Chelsea Cities",82334,0.6304 
"01","01502","U","AL","Shelby (South and East) and Chilton Counties--Alabaster (South) & Chelsea Cities",48268,0.3696 
"01","01600","R","AL","Talladega, Randolph, Cleburne & Clay Counties",99464,0.7456 
"01","01600","U","AL","Talladega, Randolph, Cleburne & Clay Counties",33944,0.2544 
"01","01700","R","AL","Autauga, Dallas, Lowndes & Perry Counties",59997,0.5168 
"01","01700","U","AL","Autauga, Dallas, Lowndes & Perry Counties",56092,0.4832 
"01","01801","R","AL","Montgomery City (West)",7504,0.0686 
"01","01801","U","AL","Montgomery City (West)",101905,0.9314 
"01","01802","R","AL","Montgomery City (East) & Pike Road Town (Northwest)",9103,0.0863 
"01","01802","U","AL","Montgomery City (East) & Pike Road Town (Northwest)",96368,0.9137 
"01","01901","R","AL","Elmore & Montgomery (South & Far East) Counties",74373,0.7288 
"01","01901","U","AL","Elmore & Montgomery (South & Far East) Counties",27678,0.2712 
"01","02000","R","AL","Tallapoosa, Chambers, Macon, Coosa & Bullock Counties",81309,0.6988 
"01","02000","U","AL","Tallapoosa, Chambers, Macon, Coosa & Bullock Counties",35050,0.3012 
"01","02101","R","AL","Lee County (West)--Auburn & Opelika Cities",27062,0.2116 
"01","02101","U","AL","Lee County (West)--Auburn & Opelika Cities",100842,0.7884 
"01","02201","R","AL","Lee (East) & Russell Counties--Phenix City & Smiths Station Cities",42801,0.4056 
"01","02201","U","AL","Lee (East) & Russell Counties--Phenix City & Smiths Station Cities",62719,0.5944 
"01","02300","R","AL","Houston, Geneva & Henry Counties--Dothan City",80444,0.5327 
"01","02300","U","AL","Houston, Geneva & Henry Counties--Dothan City",70563,0.4673 
"01","02400","R","AL","Coffee & Dale Counties",50298,0.4893 
"01","02400","U","AL","Coffee & Dale Counties",52493,0.5107 
"01","02500","R","AL","Covington, Pike, Barbour, Butler & Crenshaw Counties",87446,0.6829 
"01","02500","U","AL","Covington, Pike, Barbour, Butler & Crenshaw Counties",40601,0.3171 
"01","02600","R","AL","Southwest Alabama",112821,0.8687 
"01","02600","U","AL","Southwest Alabama",17045,0.1313 
"01","02701","R","AL","Baldwin County (North)--Daphne, Fairhope & Spanish Fort Cities",34126,0.2877 
"01","02701","U","AL","Baldwin County (North)--Daphne, Fairhope & Spanish Fort Cities",84492,0.7123 
"01","02702","R","AL","Baldwin County (South)--Foley, Gulf Shores & Robertsdale Cities",52987,0.4683 
"01","02702","U","AL","Baldwin County (South)--Foley, Gulf Shores & Robertsdale Cities",60162,0.5317 
"01","02801","R","AL","Mobile County (Outer)--Prichard & Saraland Cities",87475,0.6287 
"01","02801","U","AL","Mobile County (Outer)--Prichard & Saraland Cities",51658,0.3713 
"01","02802","R","AL","Mobile City (West) & Tillmans Corner CDP",4653,0.0358 
"01","02802","U","AL","Mobile City (West) & Tillmans Corner CDP",125144,0.9642 
"01","02803","R","AL","Mobile City (East)",774,0.0053 
"01","02803","U","AL","Mobile City (East)",145105,0.9947 
"02","00101","R","AK","Anchorage Municipality (North)",7446,0.0564 
"02","00101","U","AK","Anchorage Municipality (North)",124543,0.9436 
"02","00102","R","AK","Anchorage Municipality (South)",4988,0.0313 
"02","00102","U","AK","Anchorage Municipality (South)",154270,0.9687 
"02","00200","R","AK","Matanuska-Susitna & Kenai Peninsula Boroughs",99148,0.5977 
"02","00200","U","AK","Matanuska-Susitna & Kenai Peninsula Boroughs",66732,0.4023 
"02","00300","R","AK","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",55197,0.338 
"02","00300","U","AK","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",108127,0.662 
"02","00400","R","AK","Subsistence Alaska",90645,0.8026 
"02","00400","U","AK","Subsistence Alaska",22295,0.1974 
"04","00101","R","AZ","Maricopa County--Mesa City (East)",1554,0.0084 
"04","00101","U","AZ","Maricopa County--Mesa City (East)",184327,0.9916 
"04","00102","R","AZ","Maricopa County--Mesa City (North Central)",280,0.0019 
"04","00102","U","AZ","Maricopa County--Mesa City (North Central)",143782,0.9981 
"04","00103","U","AZ","Maricopa County--Mesa City (West)",120951,1 
"04","00104","U","AZ","Maricopa County--Mesa City (South Central)",106653,1 
"04","00105","R","AZ","Maricopa County--Gilbert Town (North)",10,0.0001 
"04","00105","U","AZ","Maricopa County--Gilbert Town (North)",165925,0.9999 
"04","00106","U","AZ","Maricopa County--Chandler City (Northeast)",122710,1 
"04","00107","U","AZ","Maricopa County--Chandler City (South)",128103,1 
"04","00108","U","AZ","Maricopa County--Tempe (South) & Chandler (Northwest) Cities",107998,1 
"04","00109","U","AZ","Maricopa County--Tempe City (North)",108516,1 
"04","00110","U","AZ","Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town",128498,1 
"04","00111","R","AZ","Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town",13690,0.1227 
"04","00111","U","AZ","Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town",97912,0.8773 
"04","00112","R","AZ","Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",7760,0.0594 
"04","00112","U","AZ","Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",122967,0.9406 
"04","00113","R","AZ","Phoenix City (Northeast)",222,0.0021 
"04","00113","U","AZ","Phoenix City (Northeast)",104471,0.9979 
"04","00114","R","AZ","Phoenix City (Northeast Central)",103,0.0009 
"04","00114","U","AZ","Phoenix City (Northeast Central)",111252,0.9991 
"04","00115","U","AZ","Phoenix City (Northwest Central)",109655,1 
"04","00116","U","AZ","Phoenix City (Uptown)",110648,1 
"04","00117","U","AZ","Phoenix City (East)",109946,1 
"04","00118","U","AZ","Phoenix City--Downtown & Sky Harbor International Airport",116146,1 
"04","00119","U","AZ","Phoenix City (South)",117231,1 
"04","00120","R","AZ","Phoenix City--Ahwatukee & South Mountain",649,0.006 
"04","00120","U","AZ","Phoenix City--Ahwatukee & South Mountain",108051,0.994 
"04","00121","R","AZ","Phoenix (Southwest) & Tolleson Cities",584,0.0035 
"04","00121","U","AZ","Phoenix (Southwest) & Tolleson Cities",166195,0.9965 
"04","00122","U","AZ","Phoenix City--Maryvale (East)",102202,1 
"04","00123","U","AZ","Phoenix City--Maryvale (West)",115847,1 
"04","00124","R","AZ","Maricopa County--Glendale City (South)",21,0.0002 
"04","00124","U","AZ","Maricopa County--Glendale City (South)",114424,0.9998 
"04","00125","U","AZ","Phoenix City (West)",114546,1 
"04","00126","U","AZ","Maricopa County--Glendale City (North)",129933,1 
"04","00127","U","AZ","Maricopa County--Peoria City (South & Central)",121259,1 
"04","00128","R","AZ","Phoenix City (North)",3,0 
"04","00128","U","AZ","Phoenix City (North)",110254,1 
"04","00129","R","AZ","Phoenix (Far North) & Peoria (Northwest) Cities",9612,0.0684 
"04","00129","U","AZ","Phoenix (Far North) & Peoria (Northwest) Cities",130961,0.9316 
"04","00130","R","AZ","Maricopa County--El Mirage & Sun City",22,0.0002 
"04","00130","U","AZ","Maricopa County--El Mirage & Sun City",126605,0.9998 
"04","00131","R","AZ","Maricopa County--Surprise City (Central)",340,0.0028 
"04","00131","U","AZ","Maricopa County--Surprise City (Central)",123059,0.9972 
"04","00132","R","AZ","Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",5735,0.0391 
"04","00132","U","AZ","Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",141016,0.9609 
"04","00133","R","AZ","Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities",1497,0.0122 
"04","00133","U","AZ","Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities",121386,0.9878 
"04","00134","R","AZ","Maricopa County (West) & Gila River Indian Community (Northwest)",58490,0.3467 
"04","00134","U","AZ","Maricopa County (West) & Gila River Indian Community (Northwest)",110196,0.6533 
"04","00135","R","AZ","Maricopa County--Gilbert (South) & Queen Creek Towns",1307,0.0079 
"04","00135","U","AZ","Maricopa County--Gilbert (South) & Queen Creek Towns",165064,0.9921 
"04","00400","R","AZ","Gila, Graham, Greenlee Counties",53395,0.5267 
"04","00400","U","AZ","Gila, Graham, Greenlee Counties",47973,0.4733 
"04","00500","R","AZ","Coconino County",47019,0.324 
"04","00500","U","AZ","Coconino County",98082,0.676 
"04","00601","R","AZ","Mohave County North--City of Kingman & Bullhead City",32160,0.2892 
"04","00601","U","AZ","Mohave County North--City of Kingman & Bullhead City",79039,0.7108 
"04","00602","R","AZ","Mohave County South--Lake Havasu City",18880,0.185 
"04","00602","U","AZ","Mohave County South--Lake Havasu City",83188,0.815 
"04","00701","R","AZ","La Paz & Yuma Counties--Parker, Quartzsite, Wellton Somerton & San Luis Cities",32529,0.3048 
"04","00701","U","AZ","La Paz & Yuma Counties--Parker, Quartzsite, Wellton Somerton & San Luis Cities",74203,0.6952 
"04","00803","R","AZ","Pinal County (North)--Apache Junction City",11343,0.0769 
"04","00803","U","AZ","Pinal County (North)--Apache Junction City",136234,0.9231 
"04","00805","R","AZ","Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",57596,0.4695 
"04","00805","U","AZ","Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",65090,0.5305 
"04","00807","R","AZ","Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",28376,0.1968 
"04","00807","U","AZ","Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",115815,0.8032 
"04","00900","R","AZ","Cochise & Santa Cruz Counties--Sierra Vista City",74625,0.4311 
"04","00900","U","AZ","Cochise & Santa Cruz Counties--Sierra Vista City",98491,0.5689 
"04","01000","R","AZ","Navajo & Apache Counties",134590,0.7792 
"04","01000","U","AZ","Navajo & Apache Counties",38148,0.2208 
"04","01101","R","AZ","Yuma County--Yuma City",5447,0.0479 
"04","01101","U","AZ","Yuma County--Yuma City",108259,0.9521 
"04","01901","R","AZ","Pima County (West)",31510,0.283 
"04","01901","U","AZ","Pima County (West)",79850,0.717 
"04","01902","R","AZ","Tucson City (West) & Marana Town",20355,0.1482 
"04","01902","U","AZ","Tucson City (West) & Marana Town",117016,0.8518 
"04","01903","R","AZ","Pima County (North Central)--Oro Valley Town",5133,0.044 
"04","01903","U","AZ","Pima County (North Central)--Oro Valley Town",111408,0.956 
"04","01904","R","AZ","Pima County (Northeast)",2641,0.0241 
"04","01904","U","AZ","Pima County (Northeast)",107025,0.9759 
"04","01905","R","AZ","Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town",30972,0.2787 
"04","01905","U","AZ","Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town",80149,0.7213 
"04","01906","U","AZ","Tucson City (Northeast)",113591,1 
"04","01907","U","AZ","Tucson City (Northwest)",116589,1 
"04","01908","R","AZ","Tucson City (South)",767,0.0067 
"04","01908","U","AZ","Tucson City (South)",114248,0.9933 
"04","01909","R","AZ","Tucson City (Southeast)",1514,0.0123 
"04","01909","U","AZ","Tucson City (Southeast)",121475,0.9877 
"04","02502","R","AZ","Yavapai Urban",25339,0.187 
"04","02502","U","AZ","Yavapai Urban",110135,0.813 
"04","02503","R","AZ","Yavapai Rural",50202,0.4984 
"04","02503","U","AZ","Yavapai Rural",50533,0.5016 
"05","00101","R","AR","Benton County (Outer)",64145,0.3751 
"05","00101","U","AR","Benton County (Outer)",106880,0.6249 
"05","00102","R","AR","Benton County (Central)--Bentonville & Rogers Cities",4107,0.0362 
"05","00102","U","AR","Benton County (Central)--Bentonville & Rogers Cities",109201,0.9638 
"05","00201","R","AR","Washington County (Outer)--Springdale City",46678,0.3329 
"05","00201","U","AR","Washington County (Outer)--Springdale City",93537,0.6671 
"05","00202","R","AR","Washington County (Central)--Fayetteville City",12334,0.1167 
"05","00202","U","AR","Washington County (Central)--Fayetteville City",93322,0.8833 
"05","00300","R","AR","Baxter, Boone & Carroll Counties",118870,0.7637 
"05","00300","U","AR","Baxter, Boone & Carroll Counties",36790,0.2363 
"05","00400","R","AR","Independence, Cleburne & Van Buren Counties",98800,0.8484 
"05","00400","U","AR","Independence, Cleburne & Van Buren Counties",17656,0.1516 
"05","00500","R","AR","Northeast Arkansas",73553,0.6547 
"05","00500","U","AR","Northeast Arkansas",38793,0.3453 
"05","00600","R","AR","East Arkansas",67789,0.4404 
"05","00600","U","AR","East Arkansas",86150,0.5596 
"05","00700","R","AR","Craighead & Poinsett Counties",53182,0.3963 
"05","00700","U","AR","Craighead & Poinsett Counties",81014,0.6037 
"05","00800","R","AR","White, Lonoke & Woodruff Counties",75112,0.6536 
"05","00800","U","AR","White, Lonoke & Woodruff Counties",39815,0.3464 
"05","00900","R","AR","Faulkner & Lonoke Counties",95320,0.4826 
"05","00900","U","AR","Faulkner & Lonoke Counties",102193,0.5174 
"05","01000","R","AR","Pope, Johnson & Conway Counties",84082,0.6462 
"05","01000","U","AR","Pope, Johnson & Conway Counties",46026,0.3538 
"05","01100","R","AR","Sebastian, Crawford & Franklin Counties",71952,0.3509 
"05","01100","U","AR","Sebastian, Crawford & Franklin Counties",133077,0.6491 
"05","01200","R","AR","West Arkansas",96410,0.7225 
"05","01200","U","AR","West Arkansas",37028,0.2775 
"05","01300","R","AR","West Central Arkansas",88048,0.508 
"05","01300","U","AR","West Central Arkansas",85273,0.492 
"05","01400","R","AR","Saline, Grant & Perry Counties",68637,0.4534 
"05","01400","U","AR","Saline, Grant & Perry Counties",82756,0.5466 
"05","01501","R","AR","Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",41844,0.2084 
"05","01501","U","AR","Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",158930,0.7916 
"05","01502","R","AR","Pulaski County (Central)--Little Rock City",3503,0.0177 
"05","01502","U","AR","Pulaski County (Central)--Little Rock City",194848,0.9823 
"05","01600","R","AR","Southeast Arkansas",93901,0.5413 
"05","01600","U","AR","Southeast Arkansas",79559,0.4587 
"05","01700","R","AR","Southwest Arkansas",82580,0.6332 
"05","01700","U","AR","Southwest Arkansas",47829,0.3668 
"06","00101","R","CA","Alameda County (North)--Berkeley & Albany Cities",21,0.0001 
"06","00101","U","CA","Alameda County (North)--Berkeley & Albany Cities",144571,0.9999 
"06","00111","U","CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",106433,1 
"06","00112","R","CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",57,0.0005 
"06","00112","U","CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",106839,0.9995 
"06","00113","U","CA","Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland)",125840,1 
"06","00114","U","CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",194852,1 
"06","00115","R","CA","Alameda County (Northwest)--Castro Valley & Ashland",491,0.0045 
"06","00115","U","CA","Alameda County (Northwest)--Castro Valley & Ashland",107422,0.9955 
"06","00116","R","CA","Alameda County (Central)--Hayward City (East)",796,0.0078 
"06","00116","U","CA","Alameda County (Central)--Hayward City (East)",101239,0.9922 
"06","00117","R","CA","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",50,0.0005 
"06","00117","U","CA","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",105671,0.9995 
"06","00118","R","CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",1364,0.0108 
"06","00118","U","CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",124401,0.9892 
"06","00119","R","CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",1986,0.0157 
"06","00119","U","CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",124192,0.9843 
"06","00120","R","CA","Alameda County (East)--Livermore & Dublin (East) Cities",2474,0.0208 
"06","00120","U","CA","Alameda County (East)--Livermore & Dublin (East) Cities",116189,0.9792 
"06","00121","R","CA","Alameda County (South)--Fremont City (Southeast)",1014,0.0088 
"06","00121","U","CA","Alameda County (South)--Fremont City (Southeast)",114673,0.9912 
"06","00122","U","CA","Alameda County (West)--Hayward City (West)",100310,1 
"06","00123","U","CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",101468,1 
"06","00300","R","CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",124243,0.6473 
"06","00300","U","CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",67689,0.3527 
"06","00700","R","CA","Butte County--Chico City",44478,0.2102 
"06","00700","U","CA","Butte County--Chico City",167154,0.7898 
"06","01100","R","CA","Colusa, Glenn, Tehama & Trinity Counties",74899,0.5644 
"06","01100","U","CA","Colusa, Glenn, Tehama & Trinity Counties",57798,0.4356 
"06","01301","R","CA","Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities",20,0.0002 
"06","01301","U","CA","Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities",129400,0.9998 
"06","01305","R","CA","Contra Costa County (South)--San Ramon City & Danville Town",3635,0.0253 
"06","01305","U","CA","Contra Costa County (South)--San Ramon City & Danville Town",140053,0.9747 
"06","01308","R","CA","Contra Costa County (Northeast)--Antioch City",865,0.0072 
"06","01308","U","CA","Contra Costa County (Northeast)--Antioch City",119289,0.9928 
"06","01309","R","CA","Contra Costa County (East)--Brentwood & Oakley Cities",4107,0.0327 
"06","01309","U","CA","Contra Costa County (East)--Brentwood & Oakley Cities",121569,0.9673 
"06","01310","R","CA","Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cities P",1009,0.0072 
"06","01310","U","CA","Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cities P",139953,0.9928 
"06","01311","R","CA","Contra Costa County (West)--Concord (West), Martinez & Pleasant Hill Cities",684,0.0056 
"06","01311","U","CA","Contra Costa County (West)--Concord (West), Martinez & Pleasant Hill Cities",122017,0.9944 
"06","01312","R","CA","Contra Costa County (West)--Walnut Creek (West), Lafayette & Orinda Cities",803,0.0078 
"06","01312","U","CA","Contra Costa County (West)--Walnut Creek (West), Lafayette & Orinda Cities",102272,0.9922 
"06","01313","R","CA","Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities",454,0.0026 
"06","01313","U","CA","Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities",177254,0.9974 
"06","01314","R","CA","Contra Costa County (North)--Pittsburg & Concord (North) Cities",84,0.0008 
"06","01314","U","CA","Contra Costa County (North)--Pittsburg & Concord (North) Cities",102459,0.9992 
"06","01500","R","CA","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",95604,0.7186 
"06","01500","U","CA","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",37435,0.2814 
"06","01700","R","CA","El Dorado County--El Dorado Hills, South Lake Tahoe City & Placerville City",70112,0.3667 
"06","01700","U","CA","El Dorado County--El Dorado Hills, South Lake Tahoe City & Placerville City",121073,0.6333 
"06","01901","R","CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",57535,0.3908 
"06","01901","U","CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",89698,0.6092 
"06","01902","R","CA","Fresno County (North Central)--Fresno City (North)",519,0.0027 
"06","01902","U","CA","Fresno County (North Central)--Fresno City (North)",190464,0.9973 
"06","01903","R","CA","Fresno County (Central)--Fresno City (East Central)",516,0.0047 
"06","01903","U","CA","Fresno County (Central)--Fresno City (East Central)",110046,0.9953 
"06","01904","R","CA","Fresno County (Central)--Fresno City (Southwest)",4485,0.0249 
"06","01904","U","CA","Fresno County (Central)--Fresno City (Southwest)",175575,0.9751 
"06","01905","R","CA","Fresno County (Central)--Fresno City (Southeast)",1517,0.013 
"06","01905","U","CA","Fresno County (Central)--Fresno City (Southeast)",115080,0.987 
"06","01906","R","CA","Fresno County (Central)--Clovis City",4979,0.0384 
"06","01906","U","CA","Fresno County (Central)--Clovis City",124805,0.9616 
"06","01907","R","CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",44074,0.3303 
"06","01907","U","CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",89361,0.6697 
"06","02300","R","CA","Humboldt County",43033,0.3153 
"06","02300","U","CA","Humboldt County",93430,0.6847 
"06","02500","R","CA","Imperial County--El Centro City",33075,0.1841 
"06","02500","U","CA","Imperial County--El Centro City",146627,0.8159 
"06","02903","R","CA","Kern County (Central)--Bakersfield City (Northeast)",5849,0.0347 
"06","02903","U","CA","Kern County (Central)--Bakersfield City (Northeast)",162476,0.9653 
"06","02904","R","CA","Kern County (Central)--Bakersfield City (Southeast)",4150,0.0364 
"06","02904","U","CA","Kern County (Central)--Bakersfield City (Southeast)",109762,0.9636 
"06","02905","R","CA","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",68880,0.3575 
"06","02905","U","CA","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",123791,0.6425 
"06","02906","R","CA","Kern County (West)--Delano, Wasco & Shafter Cities",40465,0.2576 
"06","02906","U","CA","Kern County (West)--Delano, Wasco & Shafter Cities",116620,0.7424 
"06","02907","R","CA","Kern County (Central)--Bakersfield City (Northwest) & Rosedale",1451,0.0136 
"06","02907","U","CA","Kern County (Central)--Bakersfield City (Northwest) & Rosedale",105569,0.9864 
"06","02908","R","CA","Kern County (Central)--Bakersfield City (Southwest)",614,0.0036 
"06","02908","U","CA","Kern County (Central)--Bakersfield City (Southwest)",169608,0.9964 
"06","03100","R","CA","Kings County--Hanford City",16642,0.1091 
"06","03100","U","CA","Kings County--Hanford City",135844,0.8909 
"06","03300","R","CA","Lake & Mendocino Counties",72196,0.4519 
"06","03300","U","CA","Lake & Mendocino Counties",87568,0.5481 
"06","03703","R","CA","Los Angeles County (North Central)--Lancaster City",5459,0.0302 
"06","03703","U","CA","Los Angeles County (North Central)--Lancaster City",175533,0.9698 
"06","03704","R","CA","Los Angeles County (North Central)--Palmdale City",8785,0.0469 
"06","03704","U","CA","Los Angeles County (North Central)--Palmdale City",178432,0.9531 
"06","03705","R","CA","Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch)",251,0.0014 
"06","03705","U","CA","Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch)",179161,0.9986 
"06","03706","R","CA","Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar)",460,0.0032 
"06","03706","U","CA","Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar)",142564,0.9968 
"06","03707","R","CA","Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities",77,0.0005 
"06","03707","U","CA","Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities",149013,0.9995 
"06","03708","R","CA","Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)",492,0.0036 
"06","03708","U","CA","Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)",136592,0.9964 
"06","03709","R","CA","Los Angeles County (Central)--San Gabriel Valley Region (North)",1851,0.0166 
"06","03709","U","CA","Los Angeles County (Central)--San Gabriel Valley Region (North)",109676,0.9834 
"06","03710","R","CA","Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",346,0.0019 
"06","03710","U","CA","Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",180740,0.9981 
"06","03711","R","CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",1540,0.0093 
"06","03711","U","CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",163281,0.9907 
"06","03712","U","CA","Los Angeles County (East Central)--Pomona City",151939,1 
"06","03713","U","CA","Los Angeles County (East Central)--Covina & Walnut Cities",115271,1 
"06","03714","R","CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUM",530,0.0049 
"06","03714","U","CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUM",106848,0.9951 
"06","03715","U","CA","Los Angeles County (East Central)--West Covina City",120624,1 
"06","03716","U","CA","Los Angeles County (East Central)--La Puente & Industry Cities",104622,1 
"06","03717","U","CA","Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities",190304,1 
"06","03718","U","CA","Los Angeles County (Central)--Pasadena City",136675,1 
