"state","puma22","ur","stab","PUMA22name","pop20","afact"
"State code","PUMA (2022)","Urban/rural (2022)","State abbr.","PUMA22 name","Total population (2020 Census)","puma22-to-ur allocation factor"
"34","02103","R","NJ","Camden County (South & West)--Bellmawr & Pine Hill Boroughs",6846,0.0404 
"34","02103","U","NJ","Camden County (South & West)--Bellmawr & Pine Hill Boroughs",162619,0.9596 
"34","02104","U","NJ","Camden County (East Central)--Haddonfield Borough",120370,1 
"34","02201","U","NJ","Gloucester County (Northeast)--Woodbury City",131681,1 
"34","02202","R","NJ","Gloucester County (South & West)--Glassboro Borough",34210,0.2005 
"34","02202","U","NJ","Gloucester County (South & West)--Glassboro Borough",136403,0.7995 
"34","02301","U","NJ","Mercer County (West Central)--Trenton City",128135,1 
"34","02302","R","NJ","Mercer County (North)--Princeton Borough",14737,0.1276 
"34","02302","U","NJ","Mercer County (North)--Princeton Borough",100750,0.8724 
"34","02303","R","NJ","Mercer County (Southwest)",4932,0.0343 
"34","02303","U","NJ","Mercer County (Southwest)",138786,0.9657 
"34","02401","R","NJ","Cumberland County (South)--Vineland & Millville Cities",26710,0.2362 
"34","02401","U","NJ","Cumberland County (South)--Vineland & Millville Cities",86393,0.7638 
"34","02501","R","NJ","Salem & Cumberland (North) Counties--Bridgeton City",45509,0.4298 
"34","02501","U","NJ","Salem & Cumberland (North) Counties--Bridgeton City",60377,0.5702 
"34","02601","R","NJ","Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City",17715,0.1675 
"34","02601","U","NJ","Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City",88017,0.8325 
"35","00100","R","NM","Northwest New Mexico Navajo Nation",80533,0.6648 
"35","00100","U","NM","Northwest New Mexico Navajo Nation",40610,0.3352 
"35","00200","R","NM","San Juan County (NE)--Farmington, Bloomfield & Aztec Cities",27950,0.2779 
"35","00200","U","NM","San Juan County (NE)--Farmington, Bloomfield & Aztec Cities",72642,0.7221 
"35","00300","R","NM","North Central New Mexico",59418,0.4728 
"35","00300","U","NM","North Central New Mexico",66243,0.5272 
"35","00400","R","NM","Eastern New Mexico",53604,0.3253 
"35","00400","U","NM","Eastern New Mexico",111193,0.6747 
"35","00500","R","NM","Santa Fe County New Mexico",43898,0.3038 
"35","00500","U","NM","Santa Fe County New Mexico",100576,0.6962 
"35","00600","R","NM","Sandoval County New Mexico",28509,0.1915 
"35","00600","U","NM","Sandoval County New Mexico",120325,0.8085 
"35","00701","R","NM","Albuquerque NW",3488,0.0268 
"35","00701","U","NM","Albuquerque NW",126502,0.9732 
"35","00702","R","NM","Albuquerque N Central",11,0.0001 
"35","00702","U","NM","Albuquerque N Central",100988,0.9999 
"35","00703","R","NM","Albuquerque Far NE",59,0.0006 
"35","00703","U","NM","Albuquerque Far NE",100869,0.9994 
"35","00704","R","NM","Albuquerque Near NE",49,0.0005 
"35","00704","U","NM","Albuquerque Near NE",102198,0.9995 
"35","00705","R","NM","Albuquerque SE",667,0.0063 
"35","00705","U","NM","Albuquerque SE",104623,0.9937 
"35","00706","R","NM","Albuquerque SW",1444,0.0128 
"35","00706","U","NM","Albuquerque SW",111306,0.9872 
"35","00800","R","NM","Valencia County, Torrance County & East Mountain",69448,0.5519 
"35","00800","U","NM","Valencia County, Torrance County & East Mountain",56391,0.4481 
"35","00900","R","NM","Southwest New Mexico",88265,0.4969 
"35","00900","U","NM","Southwest New Mexico",89383,0.5031 
"35","01001","R","NM","Doña Ana County (Outer)",46419,0.4474 
"35","01001","U","NM","Doña Ana County (Outer)",57342,0.5526 
"35","01002","R","NM","Doña Ana County Central--Las Cruces, Mesilla Cities & University Park",2952,0.0255 
"35","01002","U","NM","Doña Ana County Central--Las Cruces, Mesilla Cities & University Park",112848,0.9745 
"35","01100","R","NM","Lea and Eddy County",32256,0.2358 
"35","01100","U","NM","Lea and Eddy County",104513,0.7642 
"36","00100","R","NY","St. Lawrence County",72628,0.6694 
"36","00100","U","NY","St. Lawrence County",35877,0.3306 
"36","00200","R","NY","Clinton, Franklin, Essex & Hamilton Counties",121711,0.7164 
"36","00200","U","NY","Clinton, Franklin, Essex & Hamilton Counties",48175,0.2836 
"36","00300","R","NY","Warren & Washington Counties",67420,0.5307 
"36","00300","U","NY","Warren & Washington Counties",59619,0.4693 
"36","00401","R","NY","Herkimer (North & Central) & Oneida (Outer) Counties",72453,0.6598 
"36","00401","U","NY","Herkimer (North & Central) & Oneida (Outer) Counties",37354,0.3402 
"36","00402","R","NY","Oneida County (Central)--Greater Utica & Rome Cities",22318,0.1358 
"36","00402","U","NY","Oneida County (Central)--Greater Utica & Rome Cities",142047,0.8642 
"36","00403","R","NY","Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",83845,0.7885 
"36","00403","U","NY","Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",22485,0.2115 
"36","00500","R","NY","Jefferson & Lewis Counties",84219,0.5877 
"36","00500","U","NY","Jefferson & Lewis Counties",59084,0.4123 
"36","00600","R","NY","Oswego County",73719,0.6273 
"36","00600","U","NY","Oswego County",43806,0.3727 
"36","00701","R","NY","Onondaga County (Central)--Syracuse City",13,0.0001 
"36","00701","U","NY","Onondaga County (Central)--Syracuse City",148613,0.9999 
"36","00702","R","NY","Onondaga County (North)",15468,0.1204 
"36","00702","U","NY","Onondaga County (North)",113048,0.8796 
"36","00703","R","NY","Onondaga County (Central)--Syracuse City (Outer)",21105,0.128 
"36","00703","U","NY","Onondaga County (Central)--Syracuse City (Outer)",143723,0.872 
"36","00704","R","NY","Cayuga & Onondaga (South) Counties",77988,0.7039 
"36","00704","U","NY","Cayuga & Onondaga (South) Counties",32806,0.2961 
"36","00800","R","NY","Wayne & Seneca & Yates Counties",104829,0.6995 
"36","00800","U","NY","Wayne & Seneca & Yates Counties",45042,0.3005 
"36","00901","R","NY","Monroe County (East)",4341,0.0319 
"36","00901","U","NY","Monroe County (East)",131682,0.9681 
"36","00902","U","NY","Monroe County (Central)--Rochester City (East)",105871,1 
"36","00903","U","NY","Monroe County (Central)--Rochester City (West)",105242,1 
"36","00904","R","NY","Monroe County (Central)--Greece & Gates Towns",1998,0.0158 
"36","00904","U","NY","Monroe County (Central)--Greece & Gates Towns",124095,0.9842 
"36","00905","R","NY","Monroe County (North & West)",38194,0.3639 
"36","00905","U","NY","Monroe County (North & West)",66772,0.6361 
"36","00906","R","NY","Monroe County (South)",17135,0.0945 
"36","00906","U","NY","Monroe County (South)",164113,0.9055 
"36","01000","R","NY","Genesee, Orleans & Wyoming Counties",99584,0.7151 
"36","01000","U","NY","Genesee, Orleans & Wyoming Counties",39678,0.2849 
"36","01101","R","NY","Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area",4197,0.0397 
"36","01101","U","NY","Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area",101511,0.9603 
"36","01102","R","NY","Niagara County (North & East)",59544,0.5567 
"36","01102","U","NY","Niagara County (North & East)",47414,0.4433 
"36","01201","R","NY","Erie County (Northwest)",1805,0.0165 
"36","01201","U","NY","Erie County (Northwest)",107349,0.9835 
"36","01202","R","NY","Erie County (North Central)",1780,0.0137 
"36","01202","U","NY","Erie County (North Central)",127815,0.9863 
"36","01203","R","NY","Erie County (Northeast)",38195,0.3369 
"36","01203","U","NY","Erie County (Northeast)",75186,0.6631 
"36","01204","U","NY","Erie County (Central)",155326,1 
"36","01205","R","NY","Erie County (West Central)--Buffalo City (East)",12,0.0001 
"36","01205","U","NY","Erie County (West Central)--Buffalo City (East)",157432,0.9999 
"36","01206","U","NY","Erie County (West Central)--Buffalo City (West)",120905,1 
"36","01207","R","NY","Erie County (South)",56576,0.3359 
"36","01207","U","NY","Erie County (South)",111855,0.6641 
"36","01300","R","NY","Livingston & Ontario Counties",94580,0.5427 
"36","01300","U","NY","Livingston & Ontario Counties",79712,0.4573 
"36","01500","R","NY","Madison & Cortland Counties",68983,0.6008 
"36","01500","U","NY","Madison & Cortland Counties",45842,0.3992 
"36","01600","R","NY","Fulton & Montgomery Counties",49539,0.4816 
"36","01600","U","NY","Fulton & Montgomery Counties",53317,0.5184 
"36","01700","R","NY","Schenectady County--Schenectady City",13986,0.0885 
"36","01700","U","NY","Schenectady County--Schenectady City",144075,0.9115 
"36","01801","R","NY","Saratoga County (South & Central)",9710,0.0843 
"36","01801","U","NY","Saratoga County (South & Central)",105537,0.9157 
"36","01802","R","NY","Saratoga County (Outer)",57374,0.4771 
"36","01802","U","NY","Saratoga County (Outer)",62888,0.5229 
"36","01900","R","NY","Rensselaer County--Troy City",53385,0.3313 
"36","01900","U","NY","Rensselaer County--Troy City",107745,0.6687 
"36","02001","U","NY","Albany County (East Central)--Albany City",107800,1 
"36","02002","R","NY","Albany County (Outside Albany City)",30125,0.1455 
"36","02002","U","NY","Albany County (Outside Albany City)",176923,0.8545 
"36","02100","R","NY","Columbia & Greene Counties",86050,0.7858 
"36","02100","U","NY","Columbia & Greene Counties",23451,0.2142 
"36","02201","R","NY","Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PU",2667,0.0206 
"36","02201","U","NY","Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PU",126860,0.9794 
"36","02204","R","NY","Chenango, Delaware Counties & Broome County outside Greater Binghamton City",126381,0.7865 
"36","02204","U","NY","Chenango, Delaware Counties & Broome County outside Greater Binghamton City",34303,0.2135 
"36","02300","R","NY","Tompkins County",46638,0.4411 
"36","02300","U","NY","Tompkins County",59102,0.5589 
"36","02403","R","NY","Tioga (South), Chemung (South) & Steuben (East) Counties--Elmira & Corning Cities",34933,0.2702 
"36","02403","U","NY","Tioga (South), Chemung (South) & Steuben (East) Counties--Elmira & Corning Cities",94356,0.7298 
"36","02404","R","NY","Steuben (outside Corning City), Schuyler, Chemung (North) & Tioga (North) Counties",92885,0.8091 
"36","02404","U","NY","Steuben (outside Corning City), Schuyler, Chemung (North) & Tioga (North) Counties",21911,0.1909 
"36","02500","R","NY","Cattaraugus & Allegany Counties",88736,0.7185 
"36","02500","U","NY","Cattaraugus & Allegany Counties",34762,0.2815 
"36","02600","R","NY","Chautauqua County",56257,0.4407 
"36","02600","U","NY","Chautauqua County",71400,0.5593 
"36","02701","R","NY","Sullivan & Ulster (West) Counties",86058,0.7632 
"36","02701","U","NY","Sullivan & Ulster (West) Counties",26702,0.2368 
"36","02702","R","NY","Ulster County (East)",75015,0.5078 
"36","02702","U","NY","Ulster County (East)",72700,0.4922 
"36","02803","R","NY","Dutchess County (North & East)",72947,0.6347 
"36","02803","U","NY","Dutchess County (North & East)",41986,0.3653 
"36","02804","R","NY","Dutchess County (Southwest)--Fishkill & Wappinger town",4376,0.0305 
"36","02804","U","NY","Dutchess County (Southwest)--Fishkill & Wappinger town",138883,0.9695 
"36","02805","R","NY","Putnam County & Southern Dutchess County",50803,0.3752 
"36","02805","U","NY","Putnam County & Southern Dutchess County",84584,0.6248 
"36","02901","R","NY","Orange County (Northeast)--Greater Newburgh City",16471,0.1318 
"36","02901","U","NY","Orange County (Northeast)--Greater Newburgh City",108455,0.8682 
"36","02902","R","NY","Orange County (Northwest)",56370,0.4349 
"36","02902","U","NY","Orange County (Northwest)",73242,0.5651 
"36","02903","R","NY","Orange County (Southeast)",37849,0.2579 
"36","02903","U","NY","Orange County (Southeast)",108923,0.7421 
"36","03001","R","NY","Rockland County (North)--New City & Congers",434,0.0041 
"36","03001","U","NY","Rockland County (North)--New City & Congers",105950,0.9959 
"36","03002","U","NY","Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns",109337,1 
"36","03003","R","NY","Rockland County (West)--Spring Valley, Suffern Villages & Monsey",885,0.0072 
"36","03003","U","NY","Rockland County (West)--Spring Valley, Suffern Villages & Monsey",121723,0.9928 
"36","03102","R","NY","Westchester County (Northwest)",3129,0.0205 
"36","03102","U","NY","Westchester County (Northwest)",149344,0.9795 
"36","03103","R","NY","Westchester County (Northeast)",42387,0.3034 
"36","03103","U","NY","Westchester County (Northeast)",97300,0.6966 
"36","03110","R","NY","Westchester County (Southeast)--White Plains & Rye City",17,0.0001 
"36","03110","U","NY","Westchester County (Southeast)--White Plains & Rye City",146092,0.9999 
"36","03111","U","NY","Westchester County (Central)",113650,1 
"36","03112","U","NY","Westchester County (Southwest)--Yonkers City",211569,1 
"36","03113","U","NY","Westchester County (South Central East)--Mount Vernon City",121612,1 
"36","03114","U","NY","Westchester County (South Central West)--New Rochelle City",119357,1 
"36","03201","R","NY","Nassau County (Northwest)--North Hempstead Town (North)",797,0.0067 
"36","03201","U","NY","Nassau County (Northwest)--North Hempstead Town (North)",117352,0.9933 
"36","03202","R","NY","Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City",4864,0.0423 
"36","03202","U","NY","Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City",110126,0.9577 
"36","03203","U","NY","Nassau County (East Central)--Oyster Bay Town (Central)",106221,1 
"36","03204","U","NY","Nassau County (West Central)--North Hempstead Town (South)",119490,1 
"36","03205","U","NY","Nassau County (West Central)--Hempstead Town (Northwest)",118668,1 
"36","03206","U","NY","Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor",154180,1 
"36","03207","U","NY","Nassau County (Central)--Hempstead Town (Northeast)",114103,1 
"36","03208","U","NY","Nassau County (Southeast)--Oyster Bay Town (South)",108486,1 
"36","03209","U","NY","Nassau County (Central)--Hempstead Town (East Central)",105022,1 
"36","03210","R","NY","Nassau County (South Central)--Hempstead Town (Southeast)",47,0.0004 
"36","03210","U","NY","Nassau County (South Central)--Hempstead Town (Southeast)",109180,0.9996 
"36","03211","U","NY","Nassau County (West Central)--Hempstead Town (West Central)",115026,1 
"36","03212","R","NY","Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City",281,0.0025 
"36","03212","U","NY","Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City",111931,0.9975 
"36","03301","R","NY","Suffolk County (Northwest)--Huntington Town (North)",1712,0.0169 
"36","03301","U","NY","Suffolk County (Northwest)--Huntington Town (North)",99688,0.9831 
"36","03302","U","NY","Suffolk County (Northwest)--Huntington Town (South)",102727,1 
"36","03303","R","NY","Suffolk County (Northwest)--Smithtown Town",1142,0.0098 
"36","03303","U","NY","Suffolk County (Northwest)--Smithtown Town",115154,0.9902 
"36","03304","R","NY","Suffolk County (North Central)--Brookhaven Town (North)",1662,0.014 
"36","03304","U","NY","Suffolk County (North Central)--Brookhaven Town (North)",116866,0.986 
"36","03305","R","NY","Suffolk County (East)",21268,0.132 
"36","03305","U","NY","Suffolk County (East)",139859,0.868 
"36","03306","R","NY","Suffolk County (South Central)--Brookhaven Town (South)",3784,0.0284 
"36","03306","U","NY","Suffolk County (South Central)--Brookhaven Town (South)",129401,0.9716 
"36","03307","U","NY","Suffolk County (Central)--Brookhaven Town (Central)",125701,1 
"36","03308","U","NY","Suffolk County (Central)--Brookhaven Town (West Central)",108795,1 
"36","03309","R","NY","Suffolk County (Central)--Islip Town (East)",14,0.0001 
"36","03309","U","NY","Suffolk County (Central)--Islip Town (East)",102479,0.9999 
"36","03310","U","NY","Suffolk County (Central)--Islip Town (Northwest)",130712,1 
"36","03311","R","NY","Suffolk County (Southwest)--Islip Town (South)",174,0.0016 
"36","03311","U","NY","Suffolk County (Southwest)--Islip Town (South)",106559,0.9984 
"36","03312","R","NY","Suffolk County (Southwest)--Babylon Town (Southeast)",216,0.0021 
"36","03312","U","NY","Suffolk County (Southwest)--Babylon Town (Southeast)",100790,0.9979 
"36","03313","U","NY","Suffolk County (West Central)--Babylon Town (Northwest)",117217,1 
"36","04103","U","NY","NYC-Manhattan Community District 3--Lower East Side & Chinatown",163141,1 
"36","04104","U","NY","NYC-Manhattan Community District 4--Chelsea & Hells Kitchen",129265,1 
"36","04107","U","NY","NYC-Manhattan Community District 7--Upper West Side",224344,1 
"36","04108","U","NY","NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island",231983,1 
"36","04109","U","NY","NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights",110458,1 
"36","04110","U","NY","NYC-Manhattan Community District 10--Harlem",130440,1 
"36","04111","U","NY","NYC-Manhattan Community District 11--East Harlem",125771,1 
"36","04112","U","NY","NYC-Manhattan Community District 12--Washington Heights & Inwood",188800,1 
"36","04121","U","NY","NYC-Manhattan Community Districts 1 & 2--Financial District & Greenwich Village",170835,1 
"36","04165","U","NY","NYC-Manhattan Community Districts 5 & 6--Midtown, East Midtown, & Flatiron",219214,1 
"36","04204","U","NY","NYC-Bronx Community District 4--Highbridge & Concourse",151523,1 
"36","04205","U","NY","NYC-Bronx Community District 5--Morris Heights & Mount Hope",135880,1 
"36","04207","U","NY","NYC-Bronx Community District 7--Fordham, Bedford Park, & Norwood",141945,1 
"36","04208","U","NY","NYC-Bronx Community District 8--Riverdale, Kingsbridge, & Marble Hill",101619,1 
"36","04209","U","NY","NYC-Bronx Community District 9--Soundview & Parkchester",186667,1 
"36","04210","R","NY","NYC-Bronx Community District 10--Co-op City & Throgs Neck",1,0 
"36","04210","U","NY","NYC-Bronx Community District 10--Co-op City & Throgs Neck",132350,1 
"36","04211","U","NY","NYC-Bronx Community District 11--Pelham Parkway & Morris Park",121824,1 
"36","04212","U","NY","NYC-Bronx Community District 12--Wakefield, Williamsbridge, & Eastchester",160741,1 
"36","04221","U","NY","NYC-Bronx Community Districts 1 & 2--Melrose, Mott Haven, Longwood, & Hunts Point",159561,1 
"36","04263","U","NY","NYC-Bronx Community Districts 3 & 6--Morrisania, Tremont, Belmont, & West Farms",180543,1 
"36","04301","U","NY","NYC-Brooklyn Community District 1--Williamsburg & Greenpoint",204125,1 
"36","04302","U","NY","NYC-Brooklyn Community District 2--Downtown Brooklyn & Fort Greene",127650,1 
"36","04303","U","NY","NYC-Brooklyn Community District 3--Bedford-Stuyvesant",173842,1 
"36","04304","U","NY","NYC-Brooklyn Community District 4--Bushwick",120747,1 
"36","04305","U","NY","NYC-Brooklyn Community District 5--East New York & Cypress Hills",201682,1 
"36","04306","U","NY","NYC-Brooklyn Community District 6--Park Slope & Carroll Gardens",116586,1 
"36","04307","U","NY","NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace",133706,1 
"36","04308","U","NY","NYC-Brooklyn Community District 8--Crown Heights (North)",108805,1 
"36","04309","U","NY","NYC-Brooklyn Community District 9--Crown Heights (South)",100103,1 
"36","04310","U","NY","NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights",134319,1 
"36","04311","U","NY","NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach",198527,1 
"36","04312","U","NY","NYC-Brooklyn Community District 12--Borough Park & Kensington",210432,1 
"36","04313","U","NY","NYC-Brooklyn Community District 13--Coney Island & Brighton Beach",113451,1 
"36","04314","U","NY","NYC-Brooklyn Community District 14--Flatbush & Midwood",162410,1 
"36","04315","U","NY","NYC-Brooklyn Community District 15--Sheepshead Bay & Gravesend (East)",163346,1 
"36","04316","U","NY","NYC-Brooklyn Community District 16--Ocean Hill & Brownsville",102095,1 
"36","04317","U","NY","NYC-Brooklyn Community District 17--East Flatbush",160243,1 
"36","04318","U","NY","NYC-Brooklyn Community District 18--Canarsie & Flatlands",204005,1 
"36","04401","U","NY","NYC-Queens Community District 1--Astoria & Queensbridge",193031,1 
"36","04402","U","NY","NYC-Queens Community District 2--Long Island City, Sunnyside, & Woodside",137718,1 
"36","04403","U","NY","NYC-Queens Community District 3--Jackson Heights & East Elmhurst",178855,1 
"36","04404","U","NY","NYC-Queens Community District 4--Elmhurst & Corona",181730,1 
"36","04405","U","NY","NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village",179294,1 
"36","04406","U","NY","NYC-Queens Community District 6--Forest Hills & Rego Park",119706,1 
"36","04407","U","NY","NYC-Queens Community District 7--Flushing, Murray Hill, & Whitestone",270930,1 
"36","04408","U","NY","NYC-Queens Community District 8--Fresh Meadows, Hillcrest, & Briarwood",157986,1 
"36","04409","U","NY","NYC-Queens Community District 9--Kew Gardens, Richmond Hill, & Woodhaven",151876,1 
"36","04410","U","NY","NYC-Queens Community District 10--South Ozone Park & Howard Beach",130378,1 
"36","04411","U","NY","NYC-Queens Community District 11--Auburndale, Bayside, & Douglaston",122366,1 
"36","04412","U","NY","NYC-Queens Community District 12--Jamaica, St. Albans, & Hollis",257759,1 
"36","04413","U","NY","NYC-Queens Community District 13--Queens Village, Bellerose, & Rosedale",199648,1 
"36","04414","R","NY","NYC-Queens Community District 14--The Rockaways",74,0.0006 
"36","04414","U","NY","NYC-Queens Community District 14--The Rockaways",124113,0.9994 
"36","04501","U","NY","NYC-Staten Island Community District 1--North Shore",189663,1 
"36","04502","U","NY","NYC-Staten Island Community District 2--Mid-Island",141591,1 
"36","04503","U","NY","NYC-Staten Island Community District 3--South Shore",164493,1 
"37","00100","R","NC","Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties",104206,0.7904 
"37","00100","U","NC","Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties",27636,0.2096 
"37","00200","R","NC","Wilkesboro High Country--Surry, Wilkes & Alleghany Counties",110972,0.7487 
"37","00200","U","NC","Wilkesboro High Country--Surry, Wilkes & Alleghany Counties",37244,0.2513 
"37","00300","R","NC","Rockingham & Stokes Counties",91342,0.6735 
"37","00300","U","NC","Rockingham & Stokes Counties",44274,0.3265 
"37","00400","R","NC","Granville, Person & Caswell Counties",95863,0.7805 
"37","00400","U","NC","Granville, Person & Caswell Counties",26962,0.2195 
"37","00500","R","NC","Franklin & Vance Counties",76783,0.6908 
"37","00500","U","NC","Franklin & Vance Counties",34368,0.3092 
"37","00600","R","NC","Halifax, Hertford, Northampton & Warren Counties",78026,0.7341 
"37","00600","U","NC","Halifax, Hertford, Northampton & Warren Counties",28261,0.2659 
"37","00700","R","NC","Northeast Albemarle Sound Region",87894,0.7563 
"37","00700","U","NC","Northeast Albemarle Sound Region",28320,0.2437 
"37","00800","R","NC","South & West Albemarle Sound & Outer Banks Regions",101850,0.6672 
"37","00800","U","NC","South & West Albemarle Sound & Outer Banks Regions",50795,0.3328 
"37","00900","R","NC","Nash & Edgecombe Counties--Rocky Mount City",69078,0.4801 
"37","00900","U","NC","Nash & Edgecombe Counties--Rocky Mount City",74792,0.5199 
"37","01001","R","NC","Wilson, Greene & Johnston (East) Counties--Wilson City",87888,0.5914 
"37","01001","U","NC","Wilson, Greene & Johnston (East) Counties--Wilson City",60726,0.4086 
"37","01101","R","NC","Johnston County (West)",76945,0.4618 
"37","01101","U","NC","Johnston County (West)",89675,0.5382 
"37","01201","R","NC","Raleigh City (South & Central)",13,0.0001 
"37","01201","U","NC","Raleigh City (South & Central)",149129,0.9999 
"37","01202","R","NC","Raleigh City (North)",169,0.0012 
"37","01202","U","NC","Raleigh City (North)",139826,0.9988 
"37","01203","R","NC","Wake County (Northeast)--Raleigh City (Northeast), Wake Forest & Rolesville Towns",5290,0.0388 
"37","01203","U","NC","Wake County (Northeast)--Raleigh City (Northeast), Wake Forest & Rolesville Towns",131074,0.9612 
"37","01204","R","NC","Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns",21615,0.1559 
"37","01204","U","NC","Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns",116997,0.8441 
"37","01205","R","NC","Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns",12630,0.0954 
"37","01205","U","NC","Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns",119813,0.9046 
"37","01206","R","NC","Wake County (Northwest)--Raleigh City (Northwest) & Morrisville Town",11390,0.0831 
"37","01206","U","NC","Wake County (Northwest)--Raleigh City (Northwest) & Morrisville Town",125636,0.9169 
"37","01207","U","NC","Wake County (West Central)--Cary Town",139671,1 
"37","01208","R","NC","Wake County (Southwest)--Apex & Holly Springs Towns",7141,0.0457 
"37","01208","U","NC","Wake County (Southwest)--Apex & Holly Springs Towns",149016,0.9543 
"37","01301","R","NC","Durham County (South)--Durham City (South)",1247,0.007 
"37","01301","U","NC","Durham County (South)--Durham City (South)",176951,0.993 
"37","01302","R","NC","Durham County (North)--Durham City (North)",15362,0.1048 
"37","01302","U","NC","Durham County (North)--Durham City (North)",131273,0.8952 
"37","01400","R","NC","Orange County--Chapel Hill Town",43188,0.2904 
"37","01400","U","NC","Orange County--Chapel Hill Town",105508,0.7096 
"37","01500","R","NC","Chatham & Lee Counties",75494,0.5409 
"37","01500","U","NC","Chatham & Lee Counties",64076,0.4591 
"37","01600","R","NC","Alamance County--Burlington City",45330,0.2644 
"37","01600","U","NC","Alamance County--Burlington City",126085,0.7356 
"37","01701","R","NC","Greensboro City (North)",1200,0.0087 
"37","01701","U","NC","Greensboro City (North)",137183,0.9913 
"37","01702","R","NC","Greensboro City (South)",36,0.0003 
"37","01702","U","NC","Greensboro City (South)",121700,0.9997 
"37","01703","R","NC","Guilford County (North)--Summerfield Town",58774,0.4238 
"37","01703","U","NC","Guilford County (North)--Summerfield Town",79910,0.5762 
"37","01704","R","NC","Guilford County (South)--High Point City",16620,0.1166 
"37","01704","U","NC","Guilford County (South)--High Point City",125876,0.8834 
"37","01801","U","NC","Winston-Salem City (North)",110407,1 
"37","01802","R","NC","Winston-Salem City (South)",1063,0.0081 
"37","01802","U","NC","Winston-Salem City (South)",130705,0.9919 
"37","01803","R","NC","Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village",27943,0.199 
"37","01803","U","NC","Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village",112472,0.801 
"37","01900","R","NC","Davie, Yadkin & Iredell (North) Counties",89944,0.8565 
"37","01900","U","NC","Davie, Yadkin & Iredell (North) Counties",15068,0.1435 
"37","02000","R","NC","Caldwell & Alexander Counties",67002,0.5722 
"37","02000","U","NC","Caldwell & Alexander Counties",50094,0.4278 
"37","02100","R","NC","Burke & McDowell Counties",72762,0.5506 
"37","02100","U","NC","Burke & McDowell Counties",59386,0.4494 
"37","02201","R","NC","Buncombe County (Southeast)--Asheville City",12527,0.0923 
"37","02201","U","NC","Buncombe County (Southeast)--Asheville City",123207,0.9077 
"37","02202","R","NC","Buncombe County (Northwest)",47570,0.3557 
"37","02202","U","NC","Buncombe County (Northwest)",86148,0.6443 
"37","02300","R","NC","Haywood, Madison, Swain, Graham & Jackson (North) Counties",72450,0.6872 
"37","02300","U","NC","Haywood, Madison, Swain, Graham & Jackson (North) Counties",32979,0.3128 
"37","02400","R","NC","Jackson (South), Macon, Cherokee & Clay Counties",96258,0.8022 
"37","02400","U","NC","Jackson (South), Macon, Cherokee & Clay Counties",23728,0.1978 
"37","02500","R","NC","Henderson & Transylvania Counties",59787,0.4005 
"37","02500","U","NC","Henderson & Transylvania Counties",89480,0.5995 
"37","02600","R","NC","Rutherford, Cleveland (West) & Polk Counties--Shelby City",89024,0.6602 
"37","02600","U","NC","Rutherford, Cleveland (West) & Polk Counties--Shelby City",45815,0.3398 
"37","02700","R","NC","Lincoln & Cleveland (East) Counties",98244,0.7263 
"37","02700","U","NC","Lincoln & Cleveland (East) Counties",37018,0.2737 
"37","02800","R","NC","Catawba County--Hickory City",56466,0.3516 
"37","02800","U","NC","Catawba County--Hickory City",104144,0.6484 
"37","02900","R","NC","Iredell (South)--Mooresville Town & Statesville City",36835,0.2279 
"37","02900","U","NC","Iredell (South)--Mooresville Town & Statesville City",124772,0.7721 
"37","03001","R","NC","Gaston County (Northwest)--Mount Holly City",40391,0.3746 
"37","03001","U","NC","Gaston County (Northwest)--Mount Holly City",67425,0.6254 
"37","03002","R","NC","Gaston County (Southeast)--Gastonia & Belmont Cities",2602,0.0217 
"37","03002","U","NC","Gaston County (Southeast)--Gastonia & Belmont Cities",117525,0.9783 
"37","03101","U","NC","Charlotte City (Central)",128081,1 
