"county","tract","blockgroup","cbsa20","CountyName","CBSAName20","pop20","afact"
"County code","Tract","Block group","Core-based statistical area code","County name","2020 CBSA name","Total population (2020 Census)","blockgroup-to-cbsa20 allocation factor"
"13121","0094.05","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1633,1 
"13121","0094.05","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1249,1 
"13121","0094.06","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",781,1 
"13121","0094.06","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1599,1 
"13121","0094.07","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",964,1 
"13121","0094.08","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",831,1 
"13121","0094.08","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1030,1 
"13121","0094.09","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",673,1 
"13121","0094.09","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",966,1 
"13121","0094.10","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",810,1 
"13121","0094.10","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1073,1 
"13121","0094.11","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1286,1 
"13121","0094.11","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1371,1 
"13121","0095.01","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",849,1 
"13121","0095.01","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1449,1 
"13121","0095.01","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1475,1 
"13121","0095.01","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",807,1 
"13121","0095.03","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1135,1 
"13121","0095.03","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",875,1 
"13121","0095.04","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1914,1 
"13121","0095.04","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1416,1 
"13121","0096.01","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1128,1 
"13121","0096.01","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1851,1 
"13121","0096.04","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1762,1 
"13121","0096.04","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",690,1 
"13121","0096.04","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",754,1 
"13121","0096.04","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",906,1 
"13121","0096.05","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1246,1 
"13121","0096.05","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1010,1 
"13121","0096.05","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",411,1 
"13121","0096.06","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1511,1 
"13121","0096.07","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1741,1 
"13121","0096.07","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1802,1 
"13121","0096.07","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1166,1 
"13121","0097.00","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1528,1 
"13121","0097.00","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1245,1 
"13121","0097.00","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1807,1 
"13121","0098.02","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1566,1 
"13121","0098.02","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1326,1 
"13121","0098.02","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1262,1 
"13121","0098.03","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1351,1 
"13121","0098.03","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1711,1 
"13121","0098.04","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1491,1 
"13121","0098.04","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1023,1 
"13121","0099.00","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1302,1 
"13121","0099.00","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1185,1 
"13121","0099.00","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",963,1 
"13121","0099.00","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1065,1 
"13121","0099.00","5","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",994,1 
"13121","0100.03","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1832,1 
"13121","0100.03","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1445,1 
"13121","0100.03","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",686,1 
"13121","0100.04","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",975,1 
"13121","0100.04","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",737,1 
"13121","0100.05","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1820,1 
"13121","0100.05","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1908,1 
"13121","0100.06","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1680,1 
"13121","0100.06","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",3008,1 
"13121","0100.07","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1185,1 
"13121","0100.07","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",729,1 
"13121","0101.06","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1135,1 
"13121","0101.06","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1094,1 
"13121","0101.06","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1241,1 
"13121","0101.06","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",810,1 
"13121","0101.07","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",907,1 
"13121","0101.07","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",952,1 
"13121","0101.08","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1513,1 
"13121","0101.08","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1229,1 
"13121","0101.08","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1193,1 
"13121","0101.15","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1225,1 
"13121","0101.15","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1572,1 
"13121","0101.17","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1757,1 
"13121","0101.17","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1068,1 
"13121","0101.17","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",987,1 
"13121","0101.20","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1108,1 
"13121","0101.20","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1384,1 
"13121","0101.21","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1486,1 
"13121","0101.21","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",226,1 
"13121","0101.21","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",806,1 
"13121","0101.24","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",219,1 
"13121","0101.24","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1154,1 
"13121","0101.24","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",353,1 
"13121","0101.25","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1432,1 
"13121","0101.25","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1819,1 
"13121","0101.26","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",711,1 
"13121","0101.26","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",675,1 
"13121","0101.26","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1295,1 
"13121","0101.27","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",825,1 
"13121","0101.27","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",496,1 
"13121","0101.27","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",764,1 
"13121","0101.27","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",472,1 
"13121","0101.28","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",583,1 
"13121","0101.28","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",918,1 
"13121","0101.29","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",954,1 
"13121","0101.29","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",960,1 
"13121","0101.29","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",960,1 
"13121","0101.29","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1716,1 
"13121","0101.30","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",87,1 
"13121","0101.30","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1393,1 
"13121","0101.30","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1114,1 
"13121","0101.30","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",810,1 
"13121","0101.30","5","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1120,1 
"13121","0101.31","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1567,1 
"13121","0101.31","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",787,1 
"13121","0101.32","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1537,1 
"13121","0101.32","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",390,1 
"13121","0101.32","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1374,1 
"13121","0101.33","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1013,1 
"13121","0101.33","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2164,1 
"13121","0101.33","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2746,1 
"13121","0101.34","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1256,1 
"13121","0101.34","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",511,1 
"13121","0101.34","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",630,1 
"13121","0101.35","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1097,1 
"13121","0101.35","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",551,1 
"13121","0101.35","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",918,1 
"13121","0101.36","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1870,1 
"13121","0101.36","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1552,1 
"13121","0101.37","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1836,1 
"13121","0101.37","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",868,1 
"13121","0101.37","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",760,1 
"13121","0102.04","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1075,1 
"13121","0102.04","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2114,1 
"13121","0102.04","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1152,1 
"13121","0102.04","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",772,1 
"13121","0102.11","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1287,1 
"13121","0102.11","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",431,1 
"13121","0102.11","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",601,1 
"13121","0102.11","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1054,1 
"13121","0102.12","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",792,1 
"13121","0102.12","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1604,1 
"13121","0102.12","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1381,1 
"13121","0102.12","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",879,1 
"13121","0102.12","5","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1126,1 
"13121","0102.13","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1113,1 
"13121","0102.14","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",491,1 
"13121","0102.14","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",836,1 
"13121","0102.14","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",611,1 
"13121","0102.15","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",717,1 
"13121","0102.15","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1152,1 
"13121","0102.16","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1683,1 
"13121","0102.16","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1894,1 
"13121","0102.17","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1746,1 
"13121","0102.17","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",676,1 
"13121","0102.18","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1239,1 
"13121","0102.18","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",771,1 
"13121","0102.19","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",284,1 
"13121","0102.19","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1099,1 
"13121","0102.19","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1060,1 
"13121","0102.20","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2561,1 
"13121","0102.20","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1033,1 
"13121","0102.20","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1123,1 
"13121","0102.21","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1034,1 
"13121","0102.21","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",621,1 
"13121","0102.21","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",499,1 
"13121","0102.22","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1355,1 
"13121","0102.22","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1316,1 
"13121","0102.23","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1753,1 
"13121","0102.23","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",817,1 
"13121","0102.23","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",619,1 
"13121","0103.05","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1685,1 
"13121","0103.05","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1524,1 
"13121","0103.05","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1098,1 
"13121","0103.06","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2163,1 
"13121","0103.06","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1293,1 
"13121","0103.06","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1700,1 
"13121","0103.07","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1235,1 
"13121","0103.07","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1966,1 
"13121","0103.07","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1107,1 
"13121","0103.07","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1117,1 
"13121","0103.08","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2321,1 
"13121","0103.08","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1094,1 
"13121","0103.08","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2372,1 
"13121","0103.09","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1460,1 
"13121","0103.09","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1191,1 
"13121","0103.09","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1034,1 
"13121","0103.10","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2530,1 
"13121","0103.10","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1388,1 
"13121","0103.10","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",983,1 
"13121","0103.11","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2117,1 
"13121","0103.11","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2498,1 
"13121","0103.12","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",822,1 
"13121","0103.12","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1646,1 
"13121","0103.12","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",868,1 
"13121","0103.13","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2299,1 
"13121","0103.13","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1044,1 
"13121","0103.13","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",588,1 
"13121","0103.14","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1479,1 
"13121","0103.14","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",682,1 
"13121","0103.15","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1355,1 
"13121","0103.15","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2394,1 
"13121","0103.15","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1638,1 
"13121","0104.01","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1589,1 
"13121","0104.01","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1799,1 
"13121","0104.01","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1201,1 
"13121","0104.02","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1637,1 
"13121","0104.02","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1255,1 
"13121","0104.02","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",939,1 
"13121","0105.08","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",736,1 
"13121","0105.08","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",833,1 
"13121","0105.08","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2169,1 
"13121","0105.17","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1961,1 
"13121","0105.17","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",742,1 
"13121","0105.17","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2632,1 
"13121","0105.18","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1418,1 
"13121","0105.18","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1212,1 
"13121","0105.18","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1267,1 
"13121","0105.19","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1680,1 
"13121","0105.19","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2792,1 
"13121","0105.20","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1551,1 
"13121","0105.20","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2499,1 
"13121","0105.20","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1602,1 
"13121","0105.21","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1367,1 
"13121","0105.21","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",848,1 
"13121","0105.22","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1289,1 
"13121","0105.22","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1687,1 
"13121","0105.22","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2491,1 
"13121","0105.23","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1988,1 
"13121","0105.24","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",917,1 
"13121","0105.24","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1266,1 
"13121","0105.24","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",852,1 
"13121","0105.25","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",690,1 
"13121","0105.25","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",526,1 
"13121","0105.25","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1537,1 
"13121","0105.26","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2083,1 
"13121","0105.26","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1938,1 
"13121","0105.26","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1725,1 
"13121","0105.26","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1148,1 
"13121","0105.27","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1262,1 
"13121","0105.27","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1892,1 
"13121","0105.27","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1079,1 
"13121","0105.27","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1614,1 
"13121","0105.28","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1036,1 
"13121","0105.28","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1108,1 
"13121","0105.28","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1112,1 
"13121","0105.28","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1142,1 
"13121","0105.29","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2499,1 
"13121","0105.29","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1994,1 
"13121","0105.29","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1797,1 
"13121","0105.30","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1025,1 
"13121","0105.30","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1779,1 
"13121","0105.31","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1650,1 
"13121","0105.31","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1516,1 
"13121","0105.32","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",508,1 
"13121","0105.32","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1763,1 
"13121","0105.32","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1494,1 
"13121","0105.33","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",788,1 
"13121","0105.33","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1413,1 
"13121","0105.34","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1904,1 
"13121","0105.34","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",949,1 
"13121","0105.34","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",994,1 
"13121","0105.35","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1141,1 
"13121","0105.35","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1988,1 
"13121","0105.36","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1886,1 
"13121","0105.36","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2001,1 
"13121","0105.37","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1668,1 
"13121","0105.37","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2153,1 
"13121","0105.38","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1215,1 
"13121","0105.38","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1966,1 
"13121","0105.39","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",2789,1 
"13121","0105.39","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1138,1 
"13121","0105.40","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",3038,1 
"13121","0105.40","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",762,1 
"13121","0106.01","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",898,1 
"13121","0106.01","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",642,1 
"13121","0106.01","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",803,1 
"13121","0106.01","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",721,1 
"13121","0106.03","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1883,1 
"13121","0106.03","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1035,1 
"13121","0106.03","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",220,1 
"13121","0106.03","4","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",328,1 
"13121","0106.04","1","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",811,1 
"13121","0106.04","2","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",914,1 
"13121","0106.04","3","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1647,1 
